url,week_price,location,desc,topics,available_now,photos_taken_on
https://myrooms.co.uk/properties/great-double-room-available-in-kings-cross-thornhill-bridgewharf-n1-d/,215,King's Cross Underground Station,"Great double room available in King’s Cross, Thornhill Bridgewharf, N1, -D","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2019-05-01
https://myrooms.co.uk/properties/spacoius-room-for-couple-in-kilburn-iverson-road-sw8-b/,260,Kilburn Underground Station,"Spacious room for couples in a modern flat-share in Kilburn, Iverson Road, SW8, -B","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2019-06-01
https://myrooms.co.uk/properties/a-brand-new-room-to-rent-in-holloway-elfort-road-n5/,200,Arsenal,"A brand new double room to rent in Holloway, Elfort Road, N5 -A","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2016-02-01
https://myrooms.co.uk/properties/marvelous-room-rent-kennington-waylett-house-se11/,190,Kennington Underground Station,"A marvelous double room to rent in Vauxhall, Waylett House, SE11, -A","['Bars at proximity', 'Broadband', 'Close to the tube', 'Fantastic location', 'Fully Furnished', 'Restaurants']",False,2017-02-01
https://myrooms.co.uk/properties/lovely-double-room-rent-finsbury-park-sparsholt-road-n19/,190,Finsbury Park,"A lovely double room to rent in Finsbury Park, Sparsholt Road, N19 -C","['Balcony', 'Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location']",False,2017-07-01
https://myrooms.co.uk/properties/wish-live-fulham-broadway-astonishing-double-room-garden-available-harriet-house-sw6/,255,Fulham Broadway,"Wish to live in Fulham Broadway? An astonishing double room with garden is available at Harriet House, SW6 -D","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2017-09-01
https://myrooms.co.uk/properties/great-double-room-for-single-use-in-a-flatshare-in-hammersmith-robert-owen-house-sw6-c/,220,Hammersmith,"Great double room for single use in a flatshare in Hammersmith, Robert Owen House, SW6, -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2018-10-01
https://myrooms.co.uk/properties/1-faber-house-sw8-b/,220,Stockwell Station,"A fabulous double room for single use to rent in, 1 Faber House, SW8 -B","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,
https://myrooms.co.uk/properties/wonderful-double-room-brand-new-flatshare-maida-vale-lydford-road-w9/,215,Maida Vale,"A wonderful double room in a brand new flatshare in Maida Vale, Lydford Road, W9, -A","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2018-01-01
https://myrooms.co.uk/properties/a-lovely-double-room-to-rent-in-clapham-junction-117-lombard-roadsw11-c/,255,Clapham Junction Overground Station,"A lovely double room to rent in Clapham Junction, 117 Lombard Road, SW11, -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Fantastic location', 'Fully Furnished', 'Gym']",False,2018-10-01
https://myrooms.co.uk/properties/double-room-for-single-use-available-in-stockwell-goldsborough-house-sw8-a/,200,Stockwell Underground Station,"Double room for single use available in Stockwell, Goldsborough House, SW8, -A","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Selection of shops']",False,2019-05-01
https://myrooms.co.uk/properties/brand-new-double-room-in-a-modern-flatshare-in-golders-green-gainsborough-gardens-nw11-a/,185,Golders Green Underground Station,"Brand new double room in a modern flatshare in Golders Green, Gainsborough Gardens, NW11, -A","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fully Furnished', 'Garden/Terrace']",False,2018-10-01
https://myrooms.co.uk/properties/lovely-double-room-in-euston-central-london-harrington-house-nw1-b/,185,Euston Station,"Lovely double room in Euston, Central London, Harrington House, NW1, -B","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2018-11-01
https://myrooms.co.uk/properties/in-malden-road-nw5-a/,205,Belsize Park Underground Station,"Lovely double room for single use in a brand new flat-share in Belsize Park, Malden Road, NW5, -A","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2019-02-01
https://myrooms.co.uk/properties/lovely-double-room-couples-rent-hammersmith-flora-gardens-w6/,265,Ravenscourt Park,"A lovely double room for couples to rent in Hammersmith, Flora Gardens, W6 -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2017-09-01
https://myrooms.co.uk/properties/cosy-room-rent-chelsea-ashburnham-sw10/,205,Imperial Wharf station,"A nice double room to rent in a great flatshare in Chelsea, Ashburnham Tower, SW10, -A","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2017-04-01
https://myrooms.co.uk/properties/lovely-accommodation-in-a-stunning-four-bedroom-apartment-in-132-lombard-road-sw11-b/,260,Clapham Junction Overground Station,"Lovely accommodation in a stunning four bedroom apartment in Clapham,132 Lombard Road, SW11, -B","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fully Furnished', 'Restaurants']",False,2018-10-01
https://myrooms.co.uk/properties/a-great-double-room-a-beautiful-flat-share-in-grove-hall-court-nw8-b/,225,St. John's Wood,"A great double room a beautiful flat share in Grove Hall Court, NW8 -B","['Bars at proximity', 'Broadband', 'Bus nearby', 'Fantastic location', 'Fully Furnished', 'Selection of shops']",False,2018-11-01
https://myrooms.co.uk/properties/great-accommodation-for-single-use-in-a-flatshare-in-hand-axe-yard-wc1x-c/,265,King's Cross Tube Station,"Great accommodation for single use in a flatshare in Hand Axe Yard, WC1X -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2018-12-01
https://myrooms.co.uk/properties/fantastic-double-room-available-in-fulham-lancaster-court-sw6-d/,240,Fulham Broadway Underground Station,"Fantastic double room available in Fulham, Lancaster Court, SW6, -D","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2019-06-01
https://myrooms.co.uk/properties/brand-new-double-room-for-single-use-in-a-lovely-flat-in-hand-axe-yard-wc1x-b/,235,King's Cross Tube Station,"Brand New double room for single use in a lovely flat in Hand Axe Yard, WC1X -B","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2018-12-01
https://myrooms.co.uk/properties/jeygrove-court-ec1n/,260,Chancery Lane Underground Station,"An exceptional bedroom in a brand new flat-share in Holborn, Jeygrove Court, EC1N, -B","['Bars at proximity', 'Broadband', 'Close to the tube', 'Fantastic location', 'Fully Furnished', 'Selection of shops']",False,2014-12-01
https://myrooms.co.uk/properties/come-live-pimlico-stunning-double-room-brand-new-accommodation-warwick-square-sw1v/,255,Pimlico,"Come to live in Pimlico! Stunning double room in a brand new accommodation, Warwick Square, SW1V, – B","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2018-01-01
https://myrooms.co.uk/properties/spacious-double-bedroom-available-in-north-greenwich-brunel-house-se10-a/,215,North Greenwich Station,"Spacious double bedroom available in North Greenwich, Brunel House, SE10, -A","['Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished', 'Garden/Terrace']",False,2019-05-01
https://myrooms.co.uk/properties/a-cosy-room-to-rent-in-camden-patshull-road-nw5/,180,Kentish Town,"A lovely double room to rent in Camden, Patshull Road, NW5 -A","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2016-03-01
https://myrooms.co.uk/properties/great-double-room-private-shower-rent-acton-noel-road-w3/,215,West Acton,"A great double room with private shower to rent in Acton, Noel Road, W3 -B","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2015-08-01
https://myrooms.co.uk/properties/massive-double-room-for-couple-available-in-edrich-house-sw4-c/,285,Stockwell Underground Station,"Delightful double-room for couples available in a great flat-share with balcony in Stockwell, Edrich House, SW4, -C","['Balcony', 'Bars at proximity', 'Broadband', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2018-11-01
https://myrooms.co.uk/properties/fantastic-double-room-for-single-use-available-in-notting-hill-faraday-road-w10-b/,255,Notting Hill,"Fantastic double room for single use available in Notting Hill, Faraday Road W10 -B","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2019-03-01
https://myrooms.co.uk/properties/lovely-double-room-in-angel-central-london-remington-street-n1-a/,235,Angel Underground Station,"Lovely and modern double room in a stunning flat-share in Angel, Central London, Remington Street, N1, -A","['Bars at proximity', 'Broadband', 'Close to the tube', 'Fantastic location', 'Fully Furnished', 'Garden/Terrace']",False,2018-12-01
https://myrooms.co.uk/properties/bright-and-cozy-room-in-warren-street-albany-street-nw1-a/,190,Warren Street,"Bright and cosy room in a modern flat in Warren Street, Albany Street, NW1, -A","['Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished', 'Restaurants']",False,2019-07-01
https://myrooms.co.uk/properties/hawthorne-close-n1-d/,200,Dalston Junction,"A gracious room to rent in Dalston, Hawthorne Close, N1 – D","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2019-01-01
https://myrooms.co.uk/properties/inviting-double-bedroom-kensington-walnut-tree-house-sw10/,230,Fulham Broadway,"An inviting double bedroom in Kensington, Walnut Tree House, SW10 -A","['Balcony', 'Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location']",False,2017-06-01
https://myrooms.co.uk/properties/gorgeous-en-suite-room-single-use-now-available-baker-street-enford-street-n1w/,285,Baker Street Underground Station,"A gorgeous en-suite room for single use now available in Baker Street, Claremont Court, N1W, -B","['Bars at proximity', 'Broadband', 'Close to the tube', 'En-suite', 'Fantastic location', 'Fully Furnished']",False,2017-09-01
https://myrooms.co.uk/properties/charming-double-room-house-share-camden-town-london-nw3/,195,Kentish Town Underground Station,"A charming double room in a modern flat-share in Camden Town, London, Eton Road, NW3, -A","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2017-10-01
https://myrooms.co.uk/properties/fancying-live-famous-chelsea-fabulous-double-room-available-now-ashburnham-mansions-sw10/,240,Fulham Broadway,"Fancying to live in the famous Chelsea? Fabulous double room available now at Ashburnham Mansions, SW10 -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2017-09-01
https://myrooms.co.uk/properties/delightful-room-to-rent-in-saint-augustines-road-flat-1-nw1-c/,195,Caledonian Road Station,"Delightful room to rent in Caledonian Road, Saint Augustine’s Road, Flat 1, NW1, -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2019-02-01
https://myrooms.co.uk/properties/luxury-accommodation-in-a-great-flat-in-portobello-road-faraday-road-w10-a/,255,Ladbroke Grove,"Luxury accommodation in a great flat in Portobello road, Faraday Road (18), W10, -A","['Balcony', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2019-07-01
https://myrooms.co.uk/properties/massive-and-modern-double-room-for-single-use-in-the-beautiful-knightsbridge-beaufort-gardens-sw3-a/,285,Knightsbridge Underground Station,"Massive and modern double room for single use in the beautiful Knightsbridge, Beaufort Gardens, SW3, – A","['Balcony', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2019-04-01
https://myrooms.co.uk/properties/great-accommodation-for-single-use-to-rent-in-kennington-waylett-house-se11-c/,195,Kennington,"Great accommodation for single use to rent in Kennington, Waylett House, SE11 -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2018-05-01
https://myrooms.co.uk/properties/gorgeous-double-room-for-single-use-in-a-4-bedroo-flat-in-kennington-waylett-house-se11-d/,200,Vauxhall Underground Station,"Gorgeous double room for single use in a 4 bedroom flat in Vauxhall, Waylett House, SE11, -D","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2018-05-01
https://myrooms.co.uk/properties/fantastic-double-room-for-single-use-in-vauxhall-lang-house-sw8-b/,245,Vauxhall,"Fantastic double room for single use in Vauxhall, Lang House, SW8, -B","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2018-10-01
https://myrooms.co.uk/properties/amazing-double-room-for-single-use-in-central-london-41-westbourne-park-road-w2-c/,240,Westbourne Park Tube Station,"Amazing double room for single use in Central London, 41 Westbourne Park Road, W2 -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2019-01-01
https://myrooms.co.uk/properties/en-suite-room-for-single-use-in-a-modern-apartment-in-41-westbourne-park-road-w2-d/,280,Westbourne Park Tube Station,"En-suite room for single use in a modern apartment in 41 Westbourne Park Road, W2 -D","['Broadband', 'Bus nearby', 'Close to the tube', 'En-suite', 'Fantastic location', 'Fully Furnished']",False,2019-01-01
https://myrooms.co.uk/properties/fantastic-ensuite-room-now-available-clerkenwell-seward-street-ec1v/,245,Barbican,"Fantastic double room now available in Barbican, Seward Street, EC1V -A","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2015-01-01
https://myrooms.co.uk/properties/brand-new-en-suite-room-in-a-modern-4-bedroom-apartment-in-imperial-wharf-ferrymans-quay-sw6-b/,265,Imperial Wharf,"Brand new en-suite room in a modern 4 bedroom apartment in Imperial Wharf, Ferrymans Quay, SW6 -B","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'En-suite', 'Fully Furnished']",False,2018-08-01
https://myrooms.co.uk/properties/incredible-double-room-with-balcony-facing-the-river-in-imperial-wharf-ferrymans-quay-sw6-a/,275,Imperial Wharf,"Incredible double room with balcony facing the river in Imperial Wharf, Ferrymans Quay, SW6, -A","['Balcony', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2018-08-01
https://myrooms.co.uk/properties/fantastic-double-room-rent-kings-cross-jocelin-house-n1/,205,King's Cross Underground Station,"A fantastic double room to rent in King’s Cross, Jocelin House, N1, -B","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2017-02-01
https://myrooms.co.uk/properties/well-presented-double-room-couples-lovely-flatshare-paddington-london-orsett-terrace-w2/,280,Paddington,"A well-presented double room for couples in a lovely flatshare in Paddington, London, Orsett Terrace, W2 -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2017-10-01
https://myrooms.co.uk/properties/gorgeous-double-room-for-single-use-in-a-4-bedroom-flat-in-angel-canonbury-square-n1-a/,215,Angel Underground Station,"Gorgeous double room for single use in a 4 bedroom flat in Angel, Canonbury Square, N1, -D","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2018-05-01
https://myrooms.co.uk/properties/fantastic-accommodation-in-a-brand-new-4-bedroom-flat-in-wandsworth-town-allfarthing-lane-sw18-c/,195,Wandsworth Town,"Fantastic accommodation in a brand new 4 bedroom flat in Allfarthing Lane, SW18 -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Garden/Terrace']",False,2018-09-01
https://myrooms.co.uk/properties/lovely-double-room-available-in-a-four-bedroom-apartment-132-lombard-road-sw11-d/,275,Clapham Junction,"Lovely double-room available in a four bedroom apartment 132 Lombard Road, SW11 -D","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2018-10-01
https://myrooms.co.uk/properties/well-equiped-room-in-a-flat-share-in-kilburn-iverson-road-sw8-c/,210,Kilburn Underground Station,"Well equipped room in a flat-share in Kilburn, Iverson Road, SW8, -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2019-06-01
https://myrooms.co.uk/properties/superb-double-room-for-couples-in-a-modern-flatshare-in-the-heart-of-shepherds-bush-hunt-close-w11-c/,225,Shepherd's Bush,"Superb double room for single use in a modern flatshare in the heart of Shepherd’s Bush, Hunt Close, W11 -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Garden/Terrace']",False,2018-05-01
https://myrooms.co.uk/properties/lovely-double-room-rent-chelsea-ashburnham-tower-sw10/,215,Fulham Broadway,"A lovely double room to rent in Chelsea, Ashburnham Tower, SW10 -B","['Balcony', 'Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location']",False,2017-09-01
https://myrooms.co.uk/properties/a-fantastic-double-room-for-single-use-to-rent-in-crabtree-lane-sw6-6lw-e/,250,Hammersmith Tube Station,"A fantastic double room for single use to rent in Hammersmith, Crabtree Lane, SW6 -E","['Bars at proximity', 'Broadband', 'Bus nearby', 'Fantastic location', 'Fully Furnished', 'Garden/Terrace']",False,2019-01-01
https://myrooms.co.uk/properties/122-lombard-road-sw11-d/,275,Clapham Junction Overground Station,"A fantastic room to rent with stunning balcony and free gym access in Clapham Junction, 122 Lombard Road, SW11, -D","['Balcony', 'Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location']",False,2018-10-01
https://myrooms.co.uk/properties/gorgeous-double-room-rent-city-bridgewater-square-ec2/,275,Barbican,"A gorgeous double room for rent in the city, Bridgewater Square, EC2 -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2017-09-01
https://myrooms.co.uk/properties/great-accommodation-for-single-use-in-a-stunning-4-bedroom-flat-in-imperial-wharf-ferrymans-quay-sw6-c/,225,Imperial Wharf,"Great accommodation for single use in a stunning 4 bedroom flat in Imperial Wharf, Ferrymans Quay, SW6 -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2018-08-01
https://myrooms.co.uk/properties/gorgeous-double-room-rent-southwark-druid-street-se1/,200,Bermondsey,"A gorgeous double room to rent in Southwark, Druid Street, SE1 -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2017-09-01
https://myrooms.co.uk/properties/lovely-room-available-angel-myddelton-street-ec1r/,220,Angel,"A lovely room available in Angel, Myddelton Street, EC1R -A","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2015-01-01
https://myrooms.co.uk/properties/superb-accommodation-stunning-four-bedroom-apartment-clapham-junction-sw11-c/,245,Clapham,"Superb accommodation in a stunning four bedroom apartment in 42 Lombard Road, SW11 -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2018-01-01
https://myrooms.co.uk/properties/lovely-double-room-for-single-use-in-westbourne-park-harrow-road-w10-d/,210,Westbourne Park,"Lovely double room for single use in Westbourne Park, Harrow Road, W10 -D","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2018-06-01
https://myrooms.co.uk/properties/hawthorne-close-n1-c/,215,Dalston Junction,"A spacious double room for single use to rent in Dalston, Hawthorne Close, N1, – C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2019-01-01
https://myrooms.co.uk/properties/gorgeous-double-bedroom-old-street-grayson-house-ec1v/,250,Old Street,"A gorgeous double bedroom in Old Street, Grayson House, EC1V -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2015-01-01
https://myrooms.co.uk/properties/brand-new-en-suite-room-alert-stunning-double-room-with-private-bathroom-in-stockwell-wandsworth-road-sw8-a/,250,Stockwell Underground Station,"Brand new en-suite room alert! Stunning double room with private bathroom in Stockwell, Wandsworth Road, SW8, -A","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'En-suite', 'Fantastic location']",False,2018-06-01
https://myrooms.co.uk/properties/lovely-double-room-available-in-a-four-bedroom-apartment-in-wandsworth-town-allfarthing-lane-sw18-b/,220,Wandsworth Town,"Lovely double-room available in a four bedroom apartment in Allfarthing Lane, SW18 -B","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2018-10-01
https://myrooms.co.uk/properties/modern-double-room-in-warren-street-albany-street-nw1-e/,225,Warren street Station,"Modern double room in a brand new flat-share in Warren Street, Albany Street, NW1, -E","['Broadband', 'Bus nearby', 'Close to the tube', 'En-suite', 'Fantastic location', 'Fully Furnished']",False,2019-07-01
https://myrooms.co.uk/properties/astonishing-double-room-single-use-modern-flatshare-clapham-junction-sw11-b/,255,Clapham Station,"Astonishing double room for single use in a stunning flat-share in Clapham Junction, 42 Lombard Road, SW11, -B","['Bars at proximity', 'Broadband', 'Close to the tube', 'Fantastic location', 'Fully Furnished', 'Gym']",False,2018-01-01
https://myrooms.co.uk/properties/stunning-en-suite-room-for-single-use-in-a-modern-apartment-in-aspect-court-sw6-c/,290,Imperial Wharf  Station,"Stunning en-suite room for single use in a modern apartment in Imperial Wharf, Aspect Court, SW6, -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'En-suite', 'Fantastic location']",False,2018-11-01
https://myrooms.co.uk/properties/superb-double-room-for-single-use-in-saint-augustines-road-flat-1-nw1-a/,240,Caledonian Road Tube Station,"Superb double room for single use in Saint Augustine’s Road, Flat 1, NW1 -A","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2019-02-01
https://myrooms.co.uk/properties/a-fantastic-room-available-in-notting-hill-st-charles-square-w10/,225,Ladbroke Grove,"A fantastic double room available in Notting Hill, St Charles Square, W10 – C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2015-04-01
https://myrooms.co.uk/properties/a-superb-room-to-rent-in-stockwell-allan-house-sw8/,190,Stockwell Underground Station,"A lovely double room for single use to rent in a house with garden in Stockwell, Allan House, SW8, -B","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2016-01-01
https://myrooms.co.uk/properties/an-incredible-en-suite-room-for-single-use-in-a-brand-new-3-bedroom-apartment-in-battersea-cobalt-place-sw11-c/,270,Battersea Park,"An incredible en-suite room in a modern 3 bedroom apartment in Battersea, Cobalt Place, SW11, -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'En-suite', 'Fully Furnished']",False,2018-06-01
https://myrooms.co.uk/properties/a-great-double-room-a-beautiful-flat-share-in-pratt-street-nw1-c/,220,Camden Town Underground Station,"A great double room in a beautiful flat-share in 31 Pratt Street, NW1, -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2018-11-01
https://myrooms.co.uk/properties/gorgeous-double-room-for-couple-available-in-saint-augustines-road-flat-3-nw1-c/,290,Caledonian Road Tube Station,"Gorgeous double room for couple available in Saint Augustine’s Road flat 3, NW1 -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2019-02-01
https://myrooms.co.uk/properties/cozy-double-room-for-single-use-in-clapham-junction-lavander-hill-sw1p-a/,185,CLAPHAM JUNCTION STATION,"Lovely double room for single use in Clapham Junction, Lavander Hill, SW11, -A","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2019-06-01
https://myrooms.co.uk/properties/a-new-room-to-rent-available-in-maida-vale-lydford-road-w9/,205,Westbourne Park,"A new double room to rent available in Maida Vale, Lydford Road, W9 -B","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2015-12-01
https://myrooms.co.uk/properties/lovely-double-room-for-single-use-in-saint-augustines-road-flat-3-nw1-b/,245,Caledonian Road Tube Station,"Lovely double room for single use in Saint Augustine’s Road flat 3, NW1 -B","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2019-02-01
https://myrooms.co.uk/properties/incredible-double-room-for-couples-in-a-brand-new-flatshare-in-stockwell-wandsworth-road-sw8-c/,205,Stockwell,"Incredible double room for couples in a brand new flatshare in Stockwell, Wandsworth Road, SW8 -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2018-06-01
https://myrooms.co.uk/properties/fantastic-room-with-bathroom-in-a-brand-new-4-bedroom-apartment-in-imperial-wharf-ferrymans-quay-sw6-d/,280,Imperial Wharf,"Fantastic room with bathroom in a brand new 4 bedroom apartment in Imperial Wharf, Ferrymans Quay, SW6 -D","['Broadband', 'Bus nearby', 'Close to the tube', 'En-suite', 'Fantastic location', 'Fully Furnished']",False,2018-08-01
https://myrooms.co.uk/properties/stunning-accommodation-private-bathroom-west-london-mortimer-house-w11-b/,220,Shepherd's Bush Underground Station,"Stunning accommodation with private bathroom in West London, Mortimer House, W11, -B","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'En-suite', 'Fully Furnished']",False,2018-03-01
https://myrooms.co.uk/properties/old-street-grayson-house-ec1v/,240,Old Street,"Fantastic double bedroom for couples in Old Street, Grayson House, EC1V -B","['Balcony', 'Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location']",False,2015-01-01
https://myrooms.co.uk/properties/fantastic-double-room-for-single-use-in-saint-augustines-road-flat-2-nw1-a/,215,Caledonian Road Tube Station,"Fantastic double room for single use in Saint Augustine’s Road, Flat 2, NW1 -A","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2019-02-01
https://myrooms.co.uk/properties/an-astonishing-brand-new-room-to-rent-in-aldgate-prescott-street-e1/,265,Aldgate East,"An astonishing double room to rent in Aldgate, Prescott Street, E1 -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2017-04-01
https://myrooms.co.uk/properties/superb-accommodation-single-use-rent-central-london-robert-gentry/,220,Barons Court,"Superb accommodation for single use to rent in Central London, Robert Gentry -A","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2018-03-01
https://myrooms.co.uk/properties/gorgeous-and-spacious-accommodation-for-single-use-in-clapham-junction-92-lombard-road-sw11-c/,250,Clapham Junction,"Gorgeous and spacious accommodation for single use in Clapham Junction, 92 Lombard Road, SW11 -C","['Bars at proximity', 'Broadband', 'Bus nearby', 'Close to the tube', 'Fantastic location', 'Fully Furnished']",False,2018-05-01
