title,desc,url,type,pcm_price,pw_price,bills_included,available_now,location,new_today
b'+Double Room/Mile End/Garden',b'Hi Londoners!Looking for a place to call HOME?We are happy to present this Rooms Available now in London. The flat is nice and welcoming and...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=11226907&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D330&,Double room,,180,False,True,Mile End (E3),False
b'+Double/Twin Room in Bethnal Green',b'Hi Londoners!Looking for a place to call HOME?We are happy to present this Double Room Available now in London Bethnal Green. The flat is nice...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=8726932&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D330&,Double room,,180,False,False,Brick Lane (E1),False
b'Gorgeous Friendly Flat in Putney',"b'Lovely room available in Putney from either 5 Nov or 5 Dec (flexible). Living with 2 British girls in their mid twenties, 1 is a lawyer and the other...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13928542&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D330&,Double room,800,,False,False,East Putney (SW15),False
b'>> Room available in leafy Highbury <<',b'Spacious and cosy double room available in our Highbury apartment.  The apartment has a decent sized kitchen and living room both with views out over...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13901122&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D330&,Double room,850,,True,True,Highbury and Islington (N5),False
b'Lovely Double  room available to Kilburn - NW6',b'A lovely double room  available in an international house share located between Kilburn and Brondesbury Park.Great location:about 8-10 min on foot...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=9797965&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D330&,Double room,,226,True,True,Kilburn (NW6),False
b'Lovely Double/Twin room close to Bayswater',b'Lovely Double/Twin room or bed in a aroom to share available in an international flat share in W2.  Functional kitchen and 2 bathrooms.bed in a...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=9271345&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D330&,Double room,,236,True,False,Bayswater (W2),False
b'Lovely  Double close to Bayswater - W2',b'Lovely double room available in an international Flatshare located in Bayswater Great location :about less than 10 min on foot to Bayswater Station...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=12664876&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D330&,Double room,,240,True,False,Bayswater (W2),False
b'2 Dbl for single use close to Willesden Green',b'2 Double  room for single use  available in an international flat share in NW2. Functional kitchen and 2 bathrooms.Available now1 Double...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=9967024&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D330&,2 doubles,,170-200,True,True,London NW2 (NW2),False
b'Lovely Double room for single use',b'Bayswater - W2 6APLovely Double Room available in international flat share.You will share spacious functional kitchen with dining space...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=11666746&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D330&,Single room,,200,True,False,Bayswater (W2),False
b'Amazing double room with bathroom - NW6',b'Lovely double room with bathroom available in an international house share located between Kilburn and Brondesbury Park.Great location:about...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=12312880&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D330&,Double room,,245,True,False,Kilburn (NW6),False
b'Large Garden Studio',b'Large spacious studio in the heart of historic Stoke Newington available with shared wooden kitchen diner and bathroom. ( Please note the images...',https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=13919464&search_id=885030262&offset=340&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D340&,Double room,250,,True,False,London N16 (N16),False
b'Lovely Double  room  close to Kilburn - NW6',b'Lovely double room available in an international house share located between Kilburn and Brondesbury Park.Great location:about less than 10 min on...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=9863518&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D340&,Double room,,206,True,False,Kilburn (NW6),False
b'Large room in a Lovely Hackney Wick Warehouse',"b'We are looking for a super new housemate to join our warehouse!It is located in Hackney Wick, just opposite the overground station. It is set back...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=9029896&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D340&,Double room,800,,True,False,Hackney Wick (E9),False
b'Large Double Bedroom - All Bills inc.',"b'The room is lovely, lots of sun in the morning, a comfy king size bed and a big built in wardrobe. The kitchen is well equipped (washing...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13923943&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D340&,Double room,075,,True,False,West Kensington (W14),False
b'Furnished Double Bedroom in a 2 Bedroom Maisonette',b'A fully furnished double bedroom is available in a 2 bedroomed maisonette. The current date of availability can be dependant on the existing...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=2856452&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D340&,Double room,,260,False,False,Spitalfields (E1),False
"b'CHELSEA, Edith Grove.'","b'Please telephone or text me or even email.     KENSINGTON/CHELSEA/FULHAMREF 1643087 \xc3\x82\xc2\xa3995\xc3\x82\xc2\xa3750EDITH GROVE and Fulham Rd, Chelsea.  The...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=1643087&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D340&,Single + double,750-995,,True,False,Chelsea (SW10),False
"b""Earl's Court - Beautiful Bright Warm Double Rm""","b'This is a lovely, bright three bedroom flat, in a Georgian building on the corner of Old Brompton Road.The flat is less than 5 mins walk from...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=3361996&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D340&,Double room,,200,False,False,Earl's Court (SW5),False
b'Two Double Rooms in East Acton',"b'WHERE?EAST ACTON STATION, 2 MIN WALK, ZONE 2, CENTRAL LINE.WHAT? - SINGLE USE:ROOM 602 - \xc3\x82\xc2\xa3185PW AVAILABLE 03/11/2019ROOM 604 - \xc3\x82\xc2\xa3185PW...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=12588334&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D340&,2 doubles,,185,True,False,London W12 (W12),False
b'Double Rooms in Stamford Brook',"b'WHERE? STAMFORD BROOK STATION, 8 MINUTES WALK, ZONE 2, DISTRICT LINE. COUPLES OR SHARERS? NOT FOR THIS. PLEASE CHECK OUR WEBSITE (NOT...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=12500074&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D340&,2 doubles,,190,True,False,London W12 (W12),False
"b'Large double bedroom to rent (3 bedroom flat, E3)'","b""1 large bedroom available for rent in a 3 bedroom flat. Brand new development, 5 mins to Bromley-by-Bow station and Devon's Road DLR. Onsite...""",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=7281640&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D340&,Single room,800,,False,True,Bromley by Bow (E3),False
b'King-Sized Bedroom leading to Shared Garden',"b'Newly decorated king-sized bedroom in a lovely garden flat on a quiet, blossom and birch lined street in Clapton. The room, which comes unfurnished/no...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13898674&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D340&,Double room,820,,False,True,Clapton (E5),False
b'Z2 profshare nxt to tube. Refurbd+ff+bills+WiFi+TV',b'Situated on Shepherds Bush Green this is a fantastic opportunity to live in a very sought after part of London. The property is well served by the...',https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=10740655&search_id=885030262&offset=350&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D350&,Double room,830,,True,False,Shepherds Bush (W12),False
b'ONLY ONE room left!@finchley road / O2 /escp',b'ONLY ONE ROOM left in this great 4 bedroom flat located a few min walk to finchley road tube (1 stop to baker st (metropolitan and jubilee line). The...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13910323&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D350&,2 doubles,,185-195,True,True,Swiss Cottage (NW3),False
b'24/10/19 - 1 stop to Baker st! BIG room! No fees!',"b'Large room available in the 4 bedroom flat. The fflat is located seconds away from Finchley road tube with 247 transports, shops and the O2 center at...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13788448&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D350&,Double room,,196,True,False,Swiss Cottage (NW3),False
b'En-suite Double Room on the Thames River',b'Good size double room in a spacious 2 bed flat overlooking Thames River. The room has a private bathroom. Huge kitchen and lounge. Short walking...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13937683&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D350&,Double room,800,,False,False,Isle of Dogs (E14),False
b'Double room in modern spacious house',"b'Hi potential future flatmate,We have a large double bedroom available in our spacious, modern house in vibrant Dalston. The house is huge, has...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=12407698&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D350&,Double room,950,,False,False,Dalston (E8),False
b'7 spacious rooms in stunning house - Canada Water',"b'Teak Close backs onto a conservation parkland area, which is not only beautiful, but also fantastic for jogging and walking. All the rooms are a good...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13883512&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D350&,6 doubles,745-895,,True,False,Canada Water (SE16),False
"b""Regent's Park Modern Double available 5th Jan""","b""Regent's Park NW8 8UN     Modern double room in a modern and safe locationconcierge and free gym in the buildingTO MOVE IN-1 month...""",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=9308437&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D350&,Double room,,225,True,True,St John's Wood (NW8),False
b'Double Couples accepted Close To Canary Wharf',b'Double Couples accepted Close To Canary Wharf190pw Bills includedHouse to share only with other 3Properties facilities:-ALL BILLS...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=9877321&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D350&,Double room,,190,True,True,Canary Wharf (E14),False
b'Fab Room in Great Flatshare- NW6',b'Professional female sharer or mature student 21-25 sought to join two lovely professional females in fab newly refurbished flat on prime residential...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13893979&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D350&,Double room,,180,False,False,Brondesbury (NW6),False
b'Brondesbury Flatshare Gem!',b'Friendly and sociable female sharer aged 22-25 sought to join two lovely professional females in fab newly refurbished flat on prime residential road...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13913068&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D350&,Double room,,180,False,False,Brondesbury (NW6),False
b'Double room w/ en-suite bathroom in Peckham Rye',"b'Our wonderful flatmate is moving out in mid-November, and we are looking for a replacement in our 3 bedroom house. We offer a double bedroom...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13800724&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D350&,Double room,800,,False,False,Peckham Rye (SE15),False
b'Brand New Bedseat with Balcony Next to London Met',b'We have s great studio / bed seat in N7  close to station and transport 10 min walk from london met university very large Full refurbished...',https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=13420990&search_id=885030262&offset=360&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D360&,Double room,900,,True,True,Seven Sisters Road (N7),False
"b'Luxury Double Tv, Wifi, Cleaner, Living, Garden'","b'Luxury Double Rooms (TV HD, FIBER OPT. WiFi, CLEANER, DISHWASHER, CONSERVATORY) All Bills Included Zone 2Brand new house located in this...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13861285&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D360&,Double room,,180,True,False,Canada Water (SE16),False
b'Two Luxurious Rooms In The Heart Of Victoria',b'Room C - \xc3\x82\xc2\xa3264pw - Suitable for couples - Available from the 18th of  OctoberRoom A - \xc3\x82\xc2\xa3284pw - En-suite room - Available from the 26th of...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13938547&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D360&,2 doubles,,264-284,True,False,Victoria (SW1),False
